"","Team","G","Date","X3","Opponent","X5","X6","Tm","Opp","W","L","Streak","Notes"
"902","Dallas Mavericks",82,"Wed Apr 12 2017","@","Memphis Grizzlies","W",NA,100,93,33,49,"W 1",NA
"903","Sacramento Kings",1,"Wed Oct 26 2016","@","Phoenix Suns","W",NA,113,94,1,0,"W 1",NA
"904","Sacramento Kings",2,"Thu Oct 27 2016",NA,"San Antonio Spurs","L",NA,94,102,1,1,"L 1",NA
"905","Sacramento Kings",3,"Sat Oct 29 2016",NA,"Minnesota Timberwolves","W",NA,106,103,2,1,"W 1",NA
"906","Sacramento Kings",4,"Mon Oct 31 2016","@","Atlanta Hawks","L",NA,95,106,2,2,"L 1",NA
"907","Sacramento Kings",5,"Tue Nov 1 2016","@","Miami Heat","L","OT",96,108,2,3,"L 2",NA
"908","Sacramento Kings",6,"Thu Nov 3 2016","@","Orlando Magic","L",NA,94,102,2,4,"L 3",NA
"909","Sacramento Kings",7,"Sat Nov 5 2016","@","Milwaukee Bucks","L",NA,91,117,2,5,"L 4",NA
"910","Sacramento Kings",8,"Sun Nov 6 2016","@","Toronto Raptors","W",NA,96,91,3,5,"W 1",NA
"911","Sacramento Kings",9,"Tue Nov 8 2016",NA,"New Orleans Pelicans","W",NA,102,94,4,5,"W 2",NA
"912","Sacramento Kings",10,"Thu Nov 10 2016",NA,"Los Angeles Lakers","L",NA,91,101,4,6,"L 1",NA
"913","Sacramento Kings",11,"Fri Nov 11 2016","@","Portland Trail Blazers","L","OT",120,122,4,7,"L 2",NA
"914","Sacramento Kings",12,"Wed Nov 16 2016",NA,"San Antonio Spurs","L",NA,105,110,4,8,"L 3",NA
"915","Sacramento Kings",13,"Fri Nov 18 2016",NA,"Los Angeles Clippers","L",NA,115,121,4,9,"L 4",NA
"916","Sacramento Kings",14,"Sun Nov 20 2016",NA,"Toronto Raptors","W",NA,102,99,5,9,"W 1",NA
"917","Sacramento Kings",15,"Wed Nov 23 2016",NA,"Oklahoma City Thunder","W",NA,116,101,6,9,"W 2",NA
"918","Sacramento Kings",16,"Fri Nov 25 2016",NA,"Houston Rockets","L",NA,104,117,6,10,"L 1",NA
"919","Sacramento Kings",17,"Sun Nov 27 2016","@","Brooklyn Nets","W",NA,122,105,7,10,"W 1",NA
"920","Sacramento Kings",18,"Mon Nov 28 2016","@","Washington Wizards","L","OT",95,101,7,11,"L 1",NA
"921","Sacramento Kings",19,"Fri Dec 2 2016","@","Boston Celtics","L",NA,92,97,7,12,"L 2",NA
"922","Sacramento Kings",20,"Sun Dec 4 2016","@","New York Knicks","L",NA,98,106,7,13,"L 3",NA
"923","Sacramento Kings",21,"Wed Dec 7 2016","@","Dallas Mavericks","W",NA,120,89,8,13,"W 1",NA
"924","Sacramento Kings",22,"Fri Dec 9 2016",NA,"New York Knicks","L",NA,100,103,8,14,"L 1",NA
"925","Sacramento Kings",23,"Sat Dec 10 2016","@","Utah Jazz","L",NA,84,104,8,15,"L 2",NA
"926","Sacramento Kings",24,"Mon Dec 12 2016",NA,"Los Angeles Lakers","W",NA,116,92,9,15,"W 1",NA
"927","Sacramento Kings",25,"Wed Dec 14 2016","@","Houston Rockets","L",NA,98,132,9,16,"L 1",NA
"928","Sacramento Kings",26,"Fri Dec 16 2016","@","Memphis Grizzlies","W",NA,96,92,10,16,"W 1",NA
"929","Sacramento Kings",27,"Sun Dec 18 2016","@","Dallas Mavericks","L",NA,79,99,10,17,"L 1",NA
"930","Sacramento Kings",28,"Tue Dec 20 2016",NA,"Portland Trail Blazers","W",NA,126,121,11,17,"W 1",NA
"931","Sacramento Kings",29,"Wed Dec 21 2016","@","Utah Jazz","W",NA,94,93,12,17,"W 2",NA
"932","Sacramento Kings",30,"Fri Dec 23 2016","@","Minnesota Timberwolves","W",NA,109,105,13,17,"W 3",NA
"933","Sacramento Kings",31,"Mon Dec 26 2016",NA,"Philadelphia 76ers","W",NA,102,100,14,17,"W 4",NA
"934","Sacramento Kings",32,"Wed Dec 28 2016","@","Portland Trail Blazers","L",NA,89,102,14,18,"L 1",NA
"935","Sacramento Kings",33,"Sat Dec 31 2016",NA,"Memphis Grizzlies","L",NA,98,112,14,19,"L 2",NA
"936","Sacramento Kings",34,"Tue Jan 3 2017","@","Denver Nuggets","W",NA,120,113,15,19,"W 1",NA
"937","Sacramento Kings",35,"Wed Jan 4 2017",NA,"Miami Heat","L",NA,102,107,15,20,"L 1",NA
"938","Sacramento Kings",36,"Fri Jan 6 2017",NA,"Los Angeles Clippers","L",NA,98,106,15,21,"L 2",NA
"939","Sacramento Kings",37,"Sun Jan 8 2017",NA,"Golden State Warriors","L",NA,106,117,15,22,"L 3",NA
"940","Sacramento Kings",38,"Tue Jan 10 2017",NA,"Detroit Pistons","W",NA,100,94,16,22,"W 1",NA
"941","Sacramento Kings",39,"Fri Jan 13 2017",NA,"Cleveland Cavaliers","L",NA,108,120,16,23,"L 1",NA
"942","Sacramento Kings",40,"Sun Jan 15 2017",NA,"Oklahoma City Thunder","L",NA,118,122,16,24,"L 2",NA
"943","Sacramento Kings",41,"Wed Jan 18 2017",NA,"Indiana Pacers","L",NA,100,106,16,25,"L 3",NA
"944","Sacramento Kings",42,"Fri Jan 20 2017","@","Memphis Grizzlies","L",NA,91,107,16,26,"L 4",NA
"945","Sacramento Kings",43,"Sat Jan 21 2017","@","Chicago Bulls","L",NA,99,102,16,27,"L 5",NA
"946","Sacramento Kings",44,"Mon Jan 23 2017","@","Detroit Pistons","W",NA,109,104,17,27,"W 1",NA
"947","Sacramento Kings",45,"Wed Jan 25 2017","@","Cleveland Cavaliers","W","OT",116,112,18,27,"W 2",NA
"948","Sacramento Kings",46,"Fri Jan 27 2017","@","Indiana Pacers","L","OT",111,115,18,28,"L 1",NA
"949","Sacramento Kings",47,"Sat Jan 28 2017","@","Charlotte Hornets","W",NA,109,106,19,28,"W 1",NA
"950","Sacramento Kings",48,"Mon Jan 30 2017","@","Philadelphia 76ers","L",NA,119,122,19,29,"L 1",NA
"951","Sacramento Kings",49,"Tue Jan 31 2017","@","Houston Rockets","L",NA,83,105,19,30,"L 2",NA
"952","Sacramento Kings",50,"Fri Feb 3 2017",NA,"Phoenix Suns","L",NA,103,105,19,31,"L 3",NA
"953","Sacramento Kings",51,"Sat Feb 4 2017",NA,"Golden State Warriors","W","OT",109,106,20,31,"W 1",NA
"954","Sacramento Kings",52,"Mon Feb 6 2017",NA,"Chicago Bulls","L",NA,107,112,20,32,"L 1",NA
"955","Sacramento Kings",53,"Wed Feb 8 2017",NA,"Boston Celtics","W",NA,108,92,21,32,"W 1",NA
"956","Sacramento Kings",54,"Fri Feb 10 2017",NA,"Atlanta Hawks","W",NA,108,107,22,32,"W 2",NA
"957","Sacramento Kings",55,"Sun Feb 12 2017",NA,"New Orleans Pelicans","W",NA,105,99,23,32,"W 3",NA
"958","Sacramento Kings",56,"Tue Feb 14 2017","@","Los Angeles Lakers","W",NA,97,96,24,32,"W 4",NA
"959","Sacramento Kings",57,"Wed Feb 15 2017","@","Golden State Warriors","L",NA,86,109,24,33,"L 1",NA
"960","Sacramento Kings",58,"Thu Feb 23 2017",NA,"Denver Nuggets","W",NA,116,100,25,33,"W 1",NA
"961","Sacramento Kings",59,"Sat Feb 25 2017",NA,"Charlotte Hornets","L",NA,85,99,25,34,"L 1",NA
"962","Sacramento Kings",60,"Mon Feb 27 2017",NA,"Minnesota Timberwolves","L",NA,88,102,25,35,"L 2",NA
"963","Sacramento Kings",61,"Wed Mar 1 2017",NA,"Brooklyn Nets","L",NA,100,109,25,36,"L 3",NA
"964","Sacramento Kings",62,"Sun Mar 5 2017",NA,"Utah Jazz","L","OT",109,110,25,37,"L 4",NA
"965","Sacramento Kings",63,"Mon Mar 6 2017","@","Denver Nuggets","L",NA,96,108,25,38,"L 5",NA
"966","Sacramento Kings",64,"Wed Mar 8 2017","@","San Antonio Spurs","L",NA,104,114,25,39,"L 6",NA
"967","Sacramento Kings",65,"Fri Mar 10 2017",NA,"Washington Wizards","L","OT",122,130,25,40,"L 7",NA
"968","Sacramento Kings",66,"Sat Mar 11 2017",NA,"Denver Nuggets","L",NA,92,105,25,41,"L 8",NA
"969","Sacramento Kings",67,"Mon Mar 13 2017",NA,"Orlando Magic","W",NA,120,115,26,41,"W 1",NA
"970","Sacramento Kings",68,"Wed Mar 15 2017","@","Phoenix Suns","W",NA,107,101,27,41,"W 2",NA
"971","Sacramento Kings",69,"Sat Mar 18 2017","@","Oklahoma City Thunder","L",NA,94,110,27,42,"L 1",NA
"972","Sacramento Kings",70,"Sun Mar 19 2017","@","San Antonio Spurs","L",NA,102,118,27,43,"L 2",NA
"973","Sacramento Kings",71,"Wed Mar 22 2017",NA,"Milwaukee Bucks","L",NA,98,116,27,44,"L 3",NA
"974","Sacramento Kings",72,"Fri Mar 24 2017","@","Golden State Warriors","L",NA,100,114,27,45,"L 4",NA
"975","Sacramento Kings",73,"Sun Mar 26 2017","@","Los Angeles Clippers","W",NA,98,97,28,45,"W 1",NA
"976","Sacramento Kings",74,"Mon Mar 27 2017",NA,"Memphis Grizzlies","W",NA,91,90,29,45,"W 2",NA
"977","Sacramento Kings",75,"Wed Mar 29 2017",NA,"Utah Jazz","L",NA,82,112,29,46,"L 1",NA
"978","Sacramento Kings",76,"Fri Mar 31 2017","@","New Orleans Pelicans","L",NA,89,117,29,47,"L 2",NA
"979","Sacramento Kings",77,"Sat Apr 1 2017","@","Minnesota Timberwolves","W",NA,123,117,30,47,"W 1",NA
"980","Sacramento Kings",78,"Tue Apr 4 2017",NA,"Dallas Mavericks","W",NA,98,87,31,47,"W 2",NA
"981","Sacramento Kings",79,"Fri Apr 7 2017","@","Los Angeles Lakers","L",NA,94,98,31,48,"L 1",NA
"982","Sacramento Kings",80,"Sun Apr 9 2017",NA,"Houston Rockets","L",NA,128,135,31,49,"L 2",NA
"983","Sacramento Kings",81,"Tue Apr 11 2017",NA,"Phoenix Suns","W",NA,129,104,32,49,"W 1",NA
"984","Sacramento Kings",82,"Wed Apr 12 2017","@","Los Angeles Clippers","L",NA,95,115,32,50,"L 1",NA
"985","Minnesota Timberwolves",1,"Wed Oct 26 2016","@","Memphis Grizzlies","L",NA,98,102,0,1,"L 1",NA
"986","Minnesota Timberwolves",2,"Sat Oct 29 2016","@","Sacramento Kings","L",NA,103,106,0,2,"L 2",NA
"987","Minnesota Timberwolves",3,"Tue Nov 1 2016",NA,"Memphis Grizzlies","W",NA,116,80,1,2,"W 1",NA
"988","Minnesota Timberwolves",4,"Thu Nov 3 2016",NA,"Denver Nuggets","L",NA,99,102,1,3,"L 1",NA
"989","Minnesota Timberwolves",5,"Sat Nov 5 2016","@","Oklahoma City Thunder","L",NA,92,112,1,4,"L 2",NA
"990","Minnesota Timberwolves",6,"Tue Nov 8 2016","@","Brooklyn Nets","L",NA,110,119,1,5,"L 3",NA
"991","Minnesota Timberwolves",7,"Wed Nov 9 2016","@","Orlando Magic","W",NA,123,107,2,5,"W 1",NA
"992","Minnesota Timberwolves",8,"Sat Nov 12 2016",NA,"Los Angeles Clippers","L",NA,105,119,2,6,"L 1",NA
"993","Minnesota Timberwolves",9,"Sun Nov 13 2016",NA,"Los Angeles Lakers","W",NA,125,99,3,6,"W 1",NA
"994","Minnesota Timberwolves",10,"Tue Nov 15 2016",NA,"Charlotte Hornets","L",NA,108,115,3,7,"L 1",NA
"995","Minnesota Timberwolves",11,"Thu Nov 17 2016",NA,"Philadelphia 76ers","W",NA,110,86,4,7,"W 1",NA
"996","Minnesota Timberwolves",12,"Sat Nov 19 2016","@","Memphis Grizzlies","L",NA,71,93,4,8,"L 1",NA
"997","Minnesota Timberwolves",13,"Mon Nov 21 2016",NA,"Boston Celtics","L",NA,93,99,4,9,"L 2",NA
"998","Minnesota Timberwolves",14,"Wed Nov 23 2016","@","New Orleans Pelicans","L",NA,96,117,4,10,"L 3",NA
"999","Minnesota Timberwolves",15,"Fri Nov 25 2016","@","Phoenix Suns","W",NA,98,85,5,10,"W 1",NA
"1000","Minnesota Timberwolves",16,"Sat Nov 26 2016","@","Golden State Warriors","L",NA,102,115,5,11,"L 1",NA
"1001","Minnesota Timberwolves",17,"Mon Nov 28 2016",NA,"Utah Jazz","L",NA,103,112,5,12,"L 2",NA
"1002","Minnesota Timberwolves",18,"Wed Nov 30 2016",NA,"New York Knicks","L",NA,104,106,5,13,"L 3",NA
"1003","Minnesota Timberwolves",19,"Fri Dec 2 2016","@","New York Knicks","L",NA,114,118,5,14,"L 4",NA
"1004","Minnesota Timberwolves",20,"Sat Dec 3 2016","@","Charlotte Hornets","W","OT",125,120,6,14,"W 1",NA
"1005","Minnesota Timberwolves",21,"Tue Dec 6 2016",NA,"San Antonio Spurs","L",NA,91,105,6,15,"L 1",NA
"1006","Minnesota Timberwolves",22,"Thu Dec 8 2016","@","Toronto Raptors","L",NA,110,124,6,16,"L 2",NA
"1007","Minnesota Timberwolves",23,"Fri Dec 9 2016",NA,"Detroit Pistons","L",NA,90,117,6,17,"L 3",NA
"1008","Minnesota Timberwolves",24,"Sun Dec 11 2016",NA,"Golden State Warriors","L",NA,108,116,6,18,"L 4",NA
"1009","Minnesota Timberwolves",25,"Tue Dec 13 2016","@","Chicago Bulls","W",NA,99,94,7,18,"W 1",NA
"1010","Minnesota Timberwolves",26,"Sat Dec 17 2016",NA,"Houston Rockets","L","OT",109,111,7,19,"L 1",NA
"1011","Minnesota Timberwolves",27,"Mon Dec 19 2016",NA,"Phoenix Suns","W",NA,115,108,8,19,"W 1",NA
"1012","Minnesota Timberwolves",28,"Wed Dec 21 2016","@","Atlanta Hawks","W",NA,92,84,9,19,"W 2",NA
"1013","Minnesota Timberwolves",29,"Fri Dec 23 2016",NA,"Sacramento Kings","L",NA,105,109,9,20,"L 1",NA
"1014","Minnesota Timberwolves",30,"Sun Dec 25 2016","@","Oklahoma City Thunder","L",NA,100,112,9,21,"L 2",NA
"1015","Minnesota Timberwolves",31,"Mon Dec 26 2016",NA,"Atlanta Hawks","W",NA,104,90,10,21,"W 1",NA
"1016","Minnesota Timberwolves",32,"Wed Dec 28 2016","@","Denver Nuggets","L",NA,103,105,10,22,"L 1",NA
"1017","Minnesota Timberwolves",33,"Fri Dec 30 2016",NA,"Milwaukee Bucks","W",NA,116,99,11,22,"W 1",NA
"1018","Minnesota Timberwolves",34,"Sun Jan 1 2017",NA,"Portland Trail Blazers","L",NA,89,95,11,23,"L 1",NA
"1019","Minnesota Timberwolves",35,"Tue Jan 3 2017","@","Philadelphia 76ers","L",NA,91,93,11,24,"L 2",NA
"1020","Minnesota Timberwolves",36,"Fri Jan 6 2017","@","Washington Wizards","L",NA,105,112,11,25,"L 3",NA
"1021","Minnesota Timberwolves",37,"Sat Jan 7 2017",NA,"Utah Jazz","L",NA,92,94,11,26,"L 4",NA
"1022","Minnesota Timberwolves",38,"Mon Jan 9 2017",NA,"Dallas Mavericks","W",NA,101,92,12,26,"W 1",NA
"1023","Minnesota Timberwolves",39,"Wed Jan 11 2017",NA,"Houston Rockets","W",NA,119,105,13,26,"W 2",NA
"1024","Minnesota Timberwolves",40,"Fri Jan 13 2017",NA,"Oklahoma City Thunder","W",NA,96,86,14,26,"W 3",NA
"1025","Minnesota Timberwolves",41,"Sun Jan 15 2017","@","Dallas Mavericks","L",NA,87,98,14,27,"L 1",NA
"1026","Minnesota Timberwolves",42,"Tue Jan 17 2017","@","San Antonio Spurs","L",NA,114,122,14,28,"L 2",NA
"1027","Minnesota Timberwolves",43,"Thu Jan 19 2017","@","Los Angeles Clippers","W",NA,104,101,15,28,"W 1",NA
"1028","Minnesota Timberwolves",44,"Sun Jan 22 2017",NA,"Denver Nuggets","W",NA,111,108,16,28,"W 2",NA
"1029","Minnesota Timberwolves",45,"Tue Jan 24 2017","@","Phoenix Suns","W",NA,112,111,17,28,"W 3",NA
"1030","Minnesota Timberwolves",46,"Thu Jan 26 2017",NA,"Indiana Pacers","L",NA,103,109,17,29,"L 1",NA
"1031","Minnesota Timberwolves",47,"Sat Jan 28 2017",NA,"Brooklyn Nets","W",NA,129,109,18,29,"W 1",NA
"1032","Minnesota Timberwolves",48,"Mon Jan 30 2017",NA,"Orlando Magic","W","OT",111,105,19,29,"W 2",NA
"1033","Minnesota Timberwolves",49,"Wed Feb 1 2017","@","Cleveland Cavaliers","L",NA,97,125,19,30,"L 1",NA
"1034","Minnesota Timberwolves",50,"Fri Feb 3 2017","@","Detroit Pistons","L",NA,108,116,19,31,"L 2",NA
"1035","Minnesota Timberwolves",51,"Sat Feb 4 2017",NA,"Memphis Grizzlies","L",NA,99,107,19,32,"L 3",NA
"1036","Minnesota Timberwolves",52,"Mon Feb 6 2017",NA,"Miami Heat","L",NA,113,115,19,33,"L 4",NA
"1037","Minnesota Timberwolves",53,"Wed Feb 8 2017",NA,"Toronto Raptors","W",NA,112,109,20,33,"W 1",NA
"1038","Minnesota Timberwolves",54,"Fri Feb 10 2017",NA,"New Orleans Pelicans","L",NA,106,122,20,34,"L 1",NA
"1039","Minnesota Timberwolves",55,"Sun Feb 12 2017",NA,"Chicago Bulls","W",NA,117,89,21,34,"W 1",NA
"1040","Minnesota Timberwolves",56,"Tue Feb 14 2017",NA,"Cleveland Cavaliers","L",NA,108,116,21,35,"L 1",NA
"1041","Minnesota Timberwolves",57,"Wed Feb 15 2017","@","Denver Nuggets","W",NA,112,99,22,35,"W 1",NA
"1042","Minnesota Timberwolves",58,"Fri Feb 24 2017",NA,"Dallas Mavericks","W",NA,97,84,23,35,"W 2",NA
"1043","Minnesota Timberwolves",59,"Sat Feb 25 2017","@","Houston Rockets","L",NA,130,142,23,36,"L 1",NA
"1044","Minnesota Timberwolves",60,"Mon Feb 27 2017","@","Sacramento Kings","W",NA,102,88,24,36,"W 1",NA
"1045","Minnesota Timberwolves",61,"Wed Mar 1 2017","@","Utah Jazz","W",NA,107,80,25,36,"W 2",NA
"1046","Minnesota Timberwolves",62,"Sat Mar 4 2017","@","San Antonio Spurs","L","OT",90,97,25,37,"L 1",NA
"1047","Minnesota Timberwolves",63,"Wed Mar 8 2017",NA,"Los Angeles Clippers","W",NA,107,91,26,37,"W 1",NA
"1048","Minnesota Timberwolves",64,"Fri Mar 10 2017",NA,"Golden State Warriors","W",NA,103,102,27,37,"W 2",NA
"1049","Minnesota Timberwolves",65,"Sat Mar 11 2017","@","Milwaukee Bucks","L",NA,95,102,27,38,"L 1",NA
"1050","Minnesota Timberwolves",66,"Mon Mar 13 2017",NA,"Washington Wizards","W",NA,119,104,28,38,"W 1",NA
"1051","Minnesota Timberwolves",67,"Wed Mar 15 2017","@","Boston Celtics","L",NA,104,117,28,39,"L 1",NA
"1052","Minnesota Timberwolves",68,"Fri Mar 17 2017","@","Miami Heat","L",NA,105,123,28,40,"L 2",NA
"1053","Minnesota Timberwolves",69,"Sun Mar 19 2017","@","New Orleans Pelicans","L",NA,109,123,28,41,"L 3",NA
"1054","Minnesota Timberwolves",70,"Tue Mar 21 2017",NA,"San Antonio Spurs","L",NA,93,100,28,42,"L 4",NA
"1055","Minnesota Timberwolves",71,"Fri Mar 24 2017","@","Los Angeles Lakers","L","OT",119,130,28,43,"L 5",NA
"1056","Minnesota Timberwolves",72,"Sat Mar 25 2017","@","Portland Trail Blazers","L",NA,100,112,28,44,"L 6",NA
"1057","Minnesota Timberwolves",73,"Tue Mar 28 2017","@","Indiana Pacers","W",NA,115,114,29,44,"W 1",NA
"1058","Minnesota Timberwolves",74,"Thu Mar 30 2017",NA,"Los Angeles Lakers","W",NA,119,104,30,44,"W 2",NA
"1059","Minnesota Timberwolves",75,"Sat Apr 1 2017",NA,"Sacramento Kings","L",NA,117,123,30,45,"L 1",NA
"1060","Minnesota Timberwolves",76,"Mon Apr 3 2017",NA,"Portland Trail Blazers","W",NA,110,109,31,45,"W 1",NA
"1061","Minnesota Timberwolves",77,"Tue Apr 4 2017","@","Golden State Warriors","L",NA,107,121,31,46,"L 1",NA
"1062","Minnesota Timberwolves",78,"Thu Apr 6 2017","@","Portland Trail Blazers","L",NA,98,105,31,47,"L 2",NA
"1063","Minnesota Timberwolves",79,"Fri Apr 7 2017","@","Utah Jazz","L",NA,113,120,31,48,"L 3",NA
"1064","Minnesota Timberwolves",80,"Sun Apr 9 2017","@","Los Angeles Lakers","L",NA,109,110,31,49,"L 4",NA
"1065","Minnesota Timberwolves",81,"Tue Apr 11 2017",NA,"Oklahoma City Thunder","L",NA,98,100,31,50,"L 5",NA
"1066","Minnesota Timberwolves",82,"Wed Apr 12 2017","@","Houston Rockets","L",NA,118,123,31,51,"L 6",NA
"1067","Los Angeles Lakers",1,"Wed Oct 26 2016",NA,"Houston Rockets","W",NA,120,114,1,0,"W 1",NA
"1068","Los Angeles Lakers",2,"Fri Oct 28 2016","@","Utah Jazz","L",NA,89,96,1,1,"L 1",NA
"1069","Los Angeles Lakers",3,"Sun Oct 30 2016","@","Oklahoma City Thunder","L",NA,96,113,1,2,"L 2",NA
"1070","Los Angeles Lakers",4,"Tue Nov 1 2016","@","Indiana Pacers","L",NA,108,115,1,3,"L 3",NA
"1071","Los Angeles Lakers",5,"Wed Nov 2 2016","@","Atlanta Hawks","W",NA,123,116,2,3,"W 1",NA
"1072","Los Angeles Lakers",6,"Fri Nov 4 2016",NA,"Golden State Warriors","W",NA,117,97,3,3,"W 2",NA
"1073","Los Angeles Lakers",7,"Sun Nov 6 2016",NA,"Phoenix Suns","W",NA,119,108,4,3,"W 3",NA
"1074","Los Angeles Lakers",8,"Tue Nov 8 2016",NA,"Dallas Mavericks","L",NA,97,109,4,4,"L 1",NA
"1075","Los Angeles Lakers",9,"Thu Nov 10 2016","@","Sacramento Kings","W",NA,101,91,5,4,"W 1",NA
"1076","Los Angeles Lakers",10,"Sat Nov 12 2016","@","New Orleans Pelicans","W",NA,126,99,6,4,"W 2",NA
"1077","Los Angeles Lakers",11,"Sun Nov 13 2016","@","Minnesota Timberwolves","L",NA,99,125,6,5,"L 1",NA
"1078","Los Angeles Lakers",12,"Tue Nov 15 2016",NA,"Brooklyn Nets","W",NA,125,118,7,5,"W 1",NA
"1079","Los Angeles Lakers",13,"Fri Nov 18 2016",NA,"San Antonio Spurs","L",NA,107,116,7,6,"L 1",NA
"1080","Los Angeles Lakers",14,"Sun Nov 20 2016",NA,"Chicago Bulls","L",NA,110,118,7,7,"L 2",NA
"1081","Los Angeles Lakers",15,"Tue Nov 22 2016",NA,"Oklahoma City Thunder","W",NA,111,109,8,7,"W 1",NA
"1082","Los Angeles Lakers",16,"Wed Nov 23 2016","@","Golden State Warriors","L",NA,106,149,8,8,"L 1",NA
"1083","Los Angeles Lakers",17,"Fri Nov 25 2016",NA,"Golden State Warriors","L",NA,85,109,8,9,"L 2",NA
"1084","Los Angeles Lakers",18,"Sun Nov 27 2016",NA,"Atlanta Hawks","W",NA,109,94,9,9,"W 1",NA
"1085","Los Angeles Lakers",19,"Tue Nov 29 2016","@","New Orleans Pelicans","L",NA,88,105,9,10,"L 1",NA
"1086","Los Angeles Lakers",20,"Wed Nov 30 2016","@","Chicago Bulls","W",NA,96,90,10,10,"W 1",NA
"1087","Los Angeles Lakers",21,"Fri Dec 2 2016","@","Toronto Raptors","L",NA,80,113,10,11,"L 1",NA
"1088","Los Angeles Lakers",22,"Sat Dec 3 2016","@","Memphis Grizzlies","L",NA,100,103,10,12,"L 2",NA
"1089","Los Angeles Lakers",23,"Mon Dec 5 2016",NA,"Utah Jazz","L",NA,101,107,10,13,"L 3",NA
"1090","Los Angeles Lakers",24,"Wed Dec 7 2016","@","Houston Rockets","L",NA,95,134,10,14,"L 4",NA
"1091","Los Angeles Lakers",25,"Fri Dec 9 2016",NA,"Phoenix Suns","L",NA,115,119,10,15,"L 5",NA
"1092","Los Angeles Lakers",26,"Sun Dec 11 2016",NA,"New York Knicks","L",NA,112,118,10,16,"L 6",NA
"1093","Los Angeles Lakers",27,"Mon Dec 12 2016","@","Sacramento Kings","L",NA,92,116,10,17,"L 7",NA
"1094","Los Angeles Lakers",28,"Wed Dec 14 2016","@","Brooklyn Nets","L",NA,97,107,10,18,"L 8",NA
"1095","Los Angeles Lakers",29,"Fri Dec 16 2016","@","Philadelphia 76ers","W",NA,100,89,11,18,"W 1",NA
"1096","Los Angeles Lakers",30,"Sat Dec 17 2016","@","Cleveland Cavaliers","L",NA,108,119,11,19,"L 1",NA
"1097","Los Angeles Lakers",31,"Tue Dec 20 2016","@","Charlotte Hornets","L",NA,113,117,11,20,"L 2",NA
"1098","Los Angeles Lakers",32,"Thu Dec 22 2016","@","Miami Heat","L",NA,107,115,11,21,"L 3",NA
"1099","Los Angeles Lakers",33,"Fri Dec 23 2016","@","Orlando Magic","L",NA,90,109,11,22,"L 4",NA
"1100","Los Angeles Lakers",34,"Sun Dec 25 2016",NA,"Los Angeles Clippers","W",NA,111,102,12,22,"W 1",NA
"1101","Los Angeles Lakers",35,"Tue Dec 27 2016",NA,"Utah Jazz","L",NA,100,102,12,23,"L 1",NA
"1102","Los Angeles Lakers",36,"Thu Dec 29 2016",NA,"Dallas Mavericks","L",NA,89,101,12,24,"L 2",NA
"1103","Los Angeles Lakers",37,"Sun Jan 1 2017",NA,"Toronto Raptors","L",NA,114,123,12,25,"L 3",NA
"1104","Los Angeles Lakers",38,"Tue Jan 3 2017",NA,"Memphis Grizzlies","W",NA,116,102,13,25,"W 1",NA
"1105","Los Angeles Lakers",39,"Thu Jan 5 2017","@","Portland Trail Blazers","L",NA,109,118,13,26,"L 1",NA
"1106","Los Angeles Lakers",40,"Fri Jan 6 2017",NA,"Miami Heat","W",NA,127,100,14,26,"W 1",NA
"1107","Los Angeles Lakers",41,"Sun Jan 8 2017",NA,"Orlando Magic","W",NA,111,95,15,26,"W 2",NA
"1108","Los Angeles Lakers",42,"Tue Jan 10 2017",NA,"Portland Trail Blazers","L",NA,87,108,15,27,"L 1",NA
"1109","Los Angeles Lakers",43,"Thu Jan 12 2017","@","San Antonio Spurs","L",NA,94,134,15,28,"L 2",NA
"1110","Los Angeles Lakers",44,"Sat Jan 14 2017","@","Los Angeles Clippers","L",NA,97,113,15,29,"L 3",NA
"1111","Los Angeles Lakers",45,"Sun Jan 15 2017",NA,"Detroit Pistons","L",NA,97,102,15,30,"L 4",NA
"1112","Los Angeles Lakers",46,"Tue Jan 17 2017",NA,"Denver Nuggets","L",NA,121,127,15,31,"L 5",NA
"1113","Los Angeles Lakers",47,"Fri Jan 20 2017",NA,"Indiana Pacers","W",NA,108,95,16,31,"W 1",NA
"1114","Los Angeles Lakers",48,"Sun Jan 22 2017","@","Dallas Mavericks","L",NA,73,122,16,32,"L 1",NA
"1115","Los Angeles Lakers",49,"Wed Jan 25 2017","@","Portland Trail Blazers","L",NA,98,105,16,33,"L 2",NA
"1116","Los Angeles Lakers",50,"Thu Jan 26 2017","@","Utah Jazz","L",NA,88,96,16,34,"L 3",NA
"1117","Los Angeles Lakers",51,"Tue Jan 31 2017",NA,"Denver Nuggets","W",NA,120,116,17,34,"W 1",NA
"1118","Los Angeles Lakers",52,"Thu Feb 2 2017","@","Washington Wizards","L",NA,108,116,17,35,"L 1",NA
"1119","Los Angeles Lakers",53,"Fri Feb 3 2017","@","Boston Celtics","L",NA,107,113,17,36,"L 2",NA
"1120","Los Angeles Lakers",54,"Mon Feb 6 2017","@","New York Knicks","W",NA,121,107,18,36,"W 1",NA
"1121","Los Angeles Lakers",55,"Wed Feb 8 2017","@","Detroit Pistons","L",NA,102,121,18,37,"L 1",NA
"1122","Los Angeles Lakers",56,"Fri Feb 10 2017","@","Milwaukee Bucks","W",NA,122,114,19,37,"W 1",NA
"1123","Los Angeles Lakers",57,"Tue Feb 14 2017",NA,"Sacramento Kings","L",NA,96,97,19,38,"L 1",NA
